RevenuePerDay,NCustomersPerDay,AverageOrderValue,WorkingHoursPerDay,NEmployees,MarketingSpendPerDay,LocationFootTraffic
1806.24,264,3.29,8,11,448.59,228
4263.37,484,8.36,6,13,486.31,893
3590.56,428,7.33,8,11,431.07,623
1372.58,489,2.86,17,2,63.91,168
1888.42,260,5.2,8,5,474.24,518
3531.49,367,9.68,10,8,217.45,598
289.41,81,6.25,16,10,14.56,695
1333.87,207,5.75,17,4,226.77,504
1563.46,334,5.93,17,13,32.57,75
1601.6,354,4.07,9,12,276.5,539
2437.66,478,5.27,9,8,175.89,57
2120.92,335,5.27,14,8,241.98,565
901.28,193,2.89,12,8,310.45,582
4080.23,473,8.26,9,3,435.71,976
889.45,68,5.62,8,7,334.33,198
892.99,67,8.67,11,3,222.68,537
2944.62,306,8.88,8,7,411.52,74
1226.94,127,4.09,11,14,453.74,704
2875.83,420,7.43,16,11,68.68,806
1505.11,224,6.04,16,4,270.65,980
2115.19,243,9.1,17,3,149.41,994
840.16,162,4.12,14,13,33.06,604
1525.29,163,7.58,11,7,337.59,474
2423.3,271,7.06,17,3,432.76,342
789.63,215,4.71,9,6,89.82,234
2368.49,484,3.52,10,3,408.08,603
2973.21,368,7.39,11,4,428.16,480
2076.82,181,8.04,16,4,458.03,653
2061.89,434,4.87,8,7,139.99,366
2824.85,313,7.34,13,7,452.94,447
2609.64,462,5.46,9,11,167.12,373
1126.8,104,7.85,13,4,280.65,614
1144.06,408,3.99,15,4,34.75,645
1752.61,180,9.18,15,14,31.5,595
1929.87,337,4.66,8,13,362.98,125
1906.51,315,5.26,15,14,227.8,914
1439.8,415,2.94,12,2,135.58,969
697.78,211,3.34,16,8,103.3,965
3070.3,429,6.37,17,14,338.28,758
417.8,136,4.51,14,9,10.2,535
1505.72,104,8.77,9,3,404.89,847
868.8,337,2.61,13,5,48.83,137
1162.21,227,5.34,8,11,103.83,796
2300.17,440,5.03,12,8,199.26,281
1105.98,398,2.64,8,9,247.58,56
513.69,57,3.43,17,2,183.95,853
2198.09,370,5.6,12,5,167.15,599
2812.57,362,6.2,16,7,482.32,101
2260.18,296,5.53,15,4,324.37,704
2182.73,372,6.48,15,6,21.48,991
3407.85,492,6.96,16,11,220.79,968
1127.22,304,2.57,16,10,438.75,445
2580.07,377,5.98,11,12,157.71,270
686.84,103,9.73,7,14,56.33,477
2331.93,298,6.39,16,4,381.61,801
2302.2,288,7.58,8,6,306.95,192
1657.61,278,4.84,11,9,289.45,910
659.28,116,8.3,9,7,36.25,412
1043.59,100,8.3,11,5,78.84,431
1123.81,146,6.41,6,9,315.05,610
1647.15,141,9.82,15,12,111.83,326
1169.01,313,3.44,17,4,256.99,320
1715.92,467,2.63,6,4,276.99,63
2590.87,340,8.28,8,5,148.92,347
1704.95,145,8.55,13,10,474.73,513
1053.07,137,3.4,13,6,422.81,576
889.56,127,4.49,16,9,363.96,283
694.53,337,2.63,9,7,48.22,624
640.6,169,4.7,11,4,62,757
3062.93,351,8.3,13,9,251.46,76
2711.19,449,6.38,12,13,88.75,520
1728.74,214,5.11,16,10,489.35,142
1166.37,231,5.29,12,9,87.67,666
1492.8,447,2.51,9,14,248.86,358
1655.44,272,4.75,14,5,188.42,101
2981.47,360,7.35,17,14,323.3,368
4314.8,481,9.81,15,12,73.23,230
533.17,56,8.85,11,7,220.86,618
735.65,379,2.68,17,2,144.61,169
3249.12,312,9.24,16,5,445,869
1228.13,210,8.37,8,9,29.89,924
2149.73,200,8.35,10,2,457.73,92
1622.94,134,5.93,10,4,418.17,696
971.46,196,5.49,10,2,155.81,934
1029.08,161,4.77,13,10,396.75,987
1322.45,430,2.99,14,3,25.29,309
1877.12,452,4.21,14,10,483.76,246
811.18,85,4.35,11,14,268.03,694
2374.29,334,6.13,11,5,158.61,304
1836.87,237,8.11,14,3,187.67,781
568.26,131,6.05,9,5,42.54,385
994.66,51,2.93,11,13,494.78,602
3590.73,434,9.68,9,12,29.25,551
3690.29,352,9.57,16,12,330.9,949
1980.09,246,8.39,6,11,226.94,304
5114.6,453,9.93,12,7,474.97,563
683.59,60,6.58,15,12,130.54,756
2889.37,283,9.72,16,8,270.72,291
1913.58,435,3.07,17,4,246.35,198
1888.61,244,5.24,11,4,354.4,759
772.25,168,4.19,14,13,43.33,348
1374.78,445,3.97,12,11,104.96,806
253.49,69,3.56,12,13,115.14,899
2775.05,310,7.17,7,9,371.69,669
2467.2,342,8.36,17,6,102.68,502
3182.85,471,6.84,16,5,291.01,442
956.99,305,3.6,14,8,115.47,261
2821.43,271,8.58,15,8,432.2,717
3792.23,442,7.27,14,14,471.67,587
1927.98,275,5.41,11,10,264.06,643
797.39,102,7.56,8,10,182.63,644
2175.15,477,4.45,6,6,124.69,180
1722.33,404,5.09,9,14,34.39,378
3471.07,391,9.38,8,13,141.57,661
2339.46,413,4.68,17,14,330.58,305
2402,329,6.02,6,9,271.47,528
1353.05,130,9.18,8,11,472.58,610
2090.28,251,7.81,9,2,204.18,962
1359.75,207,2.97,13,10,349.99,112
968.66,169,3.6,14,9,249.77,360
657.09,108,2.56,8,7,261.16,456
1817.06,264,7.23,11,14,141.21,851
1559.04,177,5.86,15,4,232.93,154
1120.07,273,3.51,16,4,240.68,666
2762.04,258,9.68,10,9,356.25,886
3052.16,419,6.47,11,6,470.91,64
914.85,164,4.31,9,11,171.37,736
1782.4,258,6.25,15,12,30.68,308
629.47,63,7.6,11,8,253.18,772
597.95,58,3.07,12,6,276.79,461
582.28,89,4.56,14,9,92.54,308
4251.28,499,8.55,15,11,382.63,663
2258.66,286,5.95,12,11,492.62,309
3040.61,330,6.6,11,5,473.43,905
1917.57,408,5.75,6,3,106.58,720
1210.9,250,2.83,7,4,438.93,94
1575.88,295,3.74,6,9,355.2,862
1992.09,327,5.84,14,12,232.38,812
2029.89,284,4.07,15,14,274.9,380
886.09,53,2.87,15,8,426.3,214
1772.27,203,8.83,14,14,245.27,242
4179.09,491,9.86,12,3,192.87,570
1038.78,78,8.45,7,7,251.69,450
1555.11,158,8.9,11,10,293.77,423
981.97,147,4.31,16,5,102.65,114
2926.91,264,9.7,9,10,451.44,436
1621.9,342,3.98,6,3,340.35,544
1439.22,124,9.64,6,3,320.3,843
3646.93,375,9.96,17,10,58.75,742
1918.11,195,7.84,10,13,306.05,464
2025.79,177,9.86,17,8,69.27,843
2406.09,390,6.77,7,8,48.56,840
939.48,91,4.45,9,2,268.38,79
2593.73,405,5.78,6,14,207.36,315
1145.49,90,6.95,9,12,298.52,377
1271.5,471,3.05,16,7,53.72,541
962.05,83,7.17,11,14,221.18,266
709.71,66,9.86,15,8,95.65,369
1472.73,214,3.93,9,12,493.68,967
1800.67,202,8.44,6,7,284.96,448
3674.03,427,9.31,12,7,346.84,940
1581.6,125,9.58,7,3,169.45,154
1358.22,136,9.7,14,7,56.42,745
1421.28,166,6.41,8,5,488.18,379
4005.06,411,9.83,13,10,150.27,709
3458.67,391,8.18,13,13,217.67,666
901.94,76,3.71,8,2,328.43,96
1835.69,362,6.08,9,14,22.1,648
2850.08,336,7.89,7,9,407.03,870
1017.9,183,4.36,9,6,272.92,998
2152.47,268,7.3,16,2,146.33,690
1620.83,217,7.5,16,5,40.19,819
1184.64,147,3.72,16,2,89.62,363
2267.6,317,6.74,14,7,448.57,196
2642.55,286,8.29,7,3,346.15,511
1823.65,358,6.24,17,6,132.45,633
1215.17,443,2.59,17,8,42.14,535
1249.46,222,2.57,8,3,348.4,701
2822.04,450,5.18,16,7,290.48,459
4253.81,459,9.45,16,7,208.21,76
807.32,239,4.22,9,6,188.17,78
1281.64,171,7.26,10,6,116.24,320
951.06,95,4.17,6,4,338.11,735
1026.76,113,4.91,12,11,485.63,550
1518.5,179,8.86,15,11,96.1,302
2773.58,359,7.97,12,12,302.59,434
1398.21,412,3.22,14,13,217.85,109
1771.63,242,5.72,9,3,228.88,156
1209.32,356,2.72,11,8,134.53,269
1607.21,230,6.11,16,2,414.32,490
2523.22,341,7.47,7,7,247.78,820
1707.24,420,3.39,17,7,276.27,932
1675.49,331,4.67,17,4,159.33,707
400.75,78,5.48,9,3,99.09,613
1848.52,198,9.4,7,13,52.1,621
3362.6,316,9.95,15,3,359.92,595
525.72,345,2.84,10,14,106.15,145
851.22,60,8.21,12,10,348.14,138
1195.97,213,5.29,6,12,201.28,877
1249.4,162,5.44,15,6,213.73,971
2232.25,236,8.16,15,8,239.9,280
2857.99,344,9.39,12,13,190.18,324
2612.07,281,9.63,15,6,59.3,295
1924.36,276,6.83,11,8,161.72,160
2201.79,359,5.18,11,14,335.23,283
1494.22,147,8.41,17,5,336.23,327
622.98,104,4.38,13,9,150.25,526
1552.36,160,6.73,13,14,235.45,466
1118.49,201,5.19,11,12,104.79,727
2131.14,295,7.42,8,11,113.08,177
1696.94,455,4.3,10,14,21.29,286
1302.99,118,3.94,7,12,449.41,852
2964.53,361,9.39,10,11,113.25,668
1013.53,338,3.26,14,8,121.49,177
1645.5,299,6.29,15,11,147,756
467.02,85,4.16,6,6,72.43,900
1443.98,288,2.79,15,12,323.24,443
495.59,197,2.77,10,7,46.82,524
846.16,276,3.81,17,6,75.76,704
3189.48,293,9,11,8,325.93,444
1959.89,386,4.62,16,13,176.43,160
4881,495,9.63,12,3,356.89,139
2942.71,414,6.86,14,6,283.14,812
1635.23,250,5.77,11,11,135.45,329
1797.23,203,6.85,10,4,328.91,382
2869.46,499,6.38,17,10,66.97,273
1245.76,122,8.19,12,14,272.84,150
1171.82,250,4.62,6,7,224.2,181
1582.05,345,5.15,16,14,141.26,62
946.68,66,9.21,10,11,305.96,506
2424.19,178,9.6,7,4,436.95,490
2742.44,266,9.19,9,8,499.46,147
1188.32,110,5.65,12,5,307.8,169
3729.82,476,8.35,10,4,208.31,342
659.04,153,6.07,17,9,120.35,865
823.53,91,6.23,11,14,135.98,760
962.21,74,4.04,7,5,244.93,50
662.66,88,6.93,8,12,189.97,621
1566.08,340,3.9,12,2,457.77,299
1185.05,180,4.99,16,7,190.46,701
2334.13,278,8.91,7,11,192.99,198
976.49,157,4.05,17,12,197.93,444
1462.87,221,3.03,11,12,419.94,93
1874.97,484,3.02,10,2,328.89,932
1927.57,151,9.56,15,6,310.94,747
2708.93,403,6.3,6,8,173.73,669
1119.94,61,5.57,17,7,410.77,93
2554.17,324,8.58,16,3,28.8,127
1994.8,150,8.77,15,12,436.69,275
842.42,93,4.99,16,5,261.25,211
3795.53,492,7.7,9,12,205.14,842
3628.77,354,8.28,16,3,253.61,302
3848.35,494,7.41,7,12,337.03,181
-58.95,66,3.64,9,2,16.26,497
3709.88,379,9.07,6,4,437.06,933
905.16,106,6.54,7,4,228.9,936
1711,360,4.62,13,13,178.05,523
2109.89,352,5.69,11,8,77.74,705
716.75,61,2.78,7,2,225.34,827
1501.51,367,3.46,17,10,253.2,158
989.97,129,8.24,11,12,207.79,755
1129.88,265,2.5,15,7,342.54,84
2178.19,388,5.62,14,5,216.24,516
2572.23,313,6.42,12,4,481.09,951
949.84,198,2.91,14,4,303.65,324
1998.36,130,9.8,10,3,405.66,236
1148.25,264,4.2,12,3,63.58,998
2018.71,423,4.78,16,13,204.67,292
1048.08,247,4.78,12,14,175.06,313
1371.92,249,4.23,17,11,289.05,571
806.2,74,2.51,17,6,431.95,727
1009.97,138,7.97,8,10,48.39,590
3005.08,317,9.75,12,3,45.56,832
1085.74,192,4.18,6,3,426.66,136
745.03,108,7.47,14,13,114.3,584
3846.7,459,8.06,15,7,337.69,259
3603.35,414,8.86,11,14,276.01,95
938.56,75,5.67,10,11,418.12,516
507.01,96,4.77,12,3,71.29,589
1745.88,337,4.94,10,13,73.59,75
2626.79,315,7.84,15,5,282.84,315
821.51,65,8.63,10,7,473.73,224
1061.02,248,3.86,16,6,213.35,565
2492.86,450,5.28,15,2,170.2,360
4413.76,456,9.26,16,7,307.28,371
3409.5,331,8.55,12,2,465.92,628
2052.01,135,9.89,15,4,420.09,184
2966.23,299,8.16,12,11,497.79,104
2242.42,440,5.45,16,6,21.06,592
1884.77,319,6.93,8,11,65.3,635
2606.22,384,7.46,8,14,308.64,580
796.25,166,3.09,15,6,412.08,205
415.92,56,6.58,17,14,149.77,898
1227.94,186,7.82,8,11,127.21,717
1952.34,420,3.75,11,7,395.62,196
1654.9,225,8.35,17,13,37.63,534
2808.45,377,6.88,11,11,191,648
3351.01,364,9.64,8,9,257.85,69
1125,264,2.82,8,6,284.57,318
995.95,131,4.49,13,12,367.02,382
1790.54,272,7.01,13,2,183.87,604
2108.2,421,4.72,12,6,310.22,956
3373.92,472,7.86,15,4,296.83,993
3891.49,451,8.19,9,5,278.33,960
2214.17,492,3.27,9,14,323.84,450
1020.88,152,6.35,8,9,137.13,999
1914.57,322,6.32,10,8,51.48,355
342.3,63,5.27,8,12,68.44,77
1794.46,208,9.5,13,6,120.05,516
2099.27,201,8.71,12,3,255.1,309
1788.79,157,7.73,8,7,421.82,583
1624.56,237,7.86,14,12,353.63,936
2265.42,350,5.96,17,7,396.63,150
1107.3,147,9.41,10,11,181.98,600
1872.52,180,7.71,14,11,208.28,851
2723.15,342,7.97,12,12,202.9,402
1978.25,220,8.96,12,7,104.02,349
1930.53,473,4.56,11,10,40,731
2455.1,232,8.55,7,12,299.55,345
2386.15,413,3.96,14,9,494.72,402
497.66,88,5.09,11,9,91.75,957
682.07,64,5.02,13,2,32.88,179
4388.82,425,9.84,6,6,391.97,205
334.11,53,8.92,10,8,133.77,123
3424.43,398,7.76,17,7,416.53,391
3912.87,458,7.95,6,6,354.93,514
3380.83,446,6.72,15,9,473.38,139
2471.02,259,9.6,16,4,210.37,628
2030.01,210,6.22,13,7,334.37,504
432.47,65,5.35,13,6,237.78,797
1516.04,475,3.72,6,9,318.99,761
1856.18,157,8.4,14,5,230.3,381
3015.51,431,8.01,7,9,102.43,788
2747.14,499,5.38,17,11,258.87,397
1199.59,360,2.69,14,3,269.01,282
3040.59,276,8.79,6,10,407.2,827
1353.08,219,2.59,17,14,370.41,647
825.58,83,7.78,15,10,335.26,151
4445.05,463,9.78,14,11,65.56,530
2372.93,300,5.78,9,11,363.1,263
1521.46,296,4.26,14,14,255.15,157
3088.17,318,7.79,12,7,448.11,214
2373.41,190,8.63,16,5,460.74,652
1923.68,323,6.6,11,5,37.03,753
4667.03,465,9.75,10,14,412.11,384
537.72,145,2.89,16,7,28.47,135
1521.6,276,6.29,14,6,189.91,783
3382.06,428,7.89,7,7,275.73,924
594.21,88,8.97,16,8,82.57,473
2061.31,351,3.84,17,8,375.69,662
544.72,78,8.5,7,10,14.09,787
3156.76,495,6.65,16,9,92.61,413
2204.94,367,5.47,17,14,294.59,109
1406.83,294,3.49,14,7,360.05,531
3036.87,285,8.99,17,13,459.16,299
1162.41,234,3.68,8,7,355.69,609
1861.56,321,4.82,13,6,339.17,166
2323.34,489,4.68,16,2,203.23,788
2250.06,285,9.04,14,10,10.63,923
2138.49,288,7.55,13,10,68.88,964
3569.73,426,8.48,9,10,271.93,594
2075.17,315,4.38,17,12,340.81,93
3443.69,463,7.19,6,9,214.55,558
3081.02,458,6.79,9,14,368.03,214
3721.74,408,8.75,14,11,265.71,417
3187.56,389,9.3,7,14,46.35,906
1204.25,438,2.59,8,4,104.09,341
1261.82,114,7.56,15,2,421.6,898
696.76,226,2.89,13,12,365.21,905
978.11,52,6.62,11,13,448.43,966
1819.25,478,4.66,13,13,67.6,947
1651.88,191,4.8,12,9,495.21,848
2173.75,425,5.15,10,8,112.61,925
1236.79,207,7.16,14,14,15.77,786
2795.07,373,5.01,9,6,498.74,335
1377.74,195,8,11,11,147.73,253
2844.74,495,5.53,7,8,337.33,733
847.19,342,3.01,7,11,96.57,573
2373.21,202,8.38,7,5,294.31,868
2958.57,481,4.64,15,10,452.98,170
1218.26,242,5.75,12,12,166.89,994
3684.25,486,7.64,7,11,338.42,805
542.68,122,4.99,17,3,102.07,713
1541.42,448,2.92,7,10,316.15,713
1742.31,354,5.3,14,10,174.86,237
3722.06,426,9.58,12,6,113.49,956
3031.71,393,7.31,16,12,163.46,62
1818.38,189,7.54,8,2,97.63,652
1906.81,236,7.24,8,8,451.94,249
1326.83,342,3.99,12,11,204.62,635
796.36,110,5.64,10,11,130.19,817
3511.41,476,8.13,15,5,229.72,505
1557.16,429,3.26,11,10,167.06,497
1688.31,247,4.58,17,7,374.77,837
2283.85,344,4.57,13,14,485.9,889
2965.56,489,5.74,14,4,224.64,890
3803.14,368,9.85,6,7,431.91,120
1345.43,351,3.01,8,14,287.27,639
2154.81,393,6.39,16,11,87.05,845
823.38,60,3.85,12,7,348.41,179
1690.06,111,9.78,11,6,261.58,938
1737.37,382,3.35,12,3,328.8,92
1898.6,275,5.53,13,11,445.95,569
1997.53,202,8.03,11,11,225.81,62
2887,248,7.78,8,3,451.58,774
1130.78,101,5.67,7,8,377.83,672
1903.33,309,5.1,17,3,249.42,852
1126.57,108,5.48,12,13,305.58,584
421.28,121,4.48,17,7,169.53,351
1372.01,197,4.04,17,6,491.96,815
2594.91,398,6.12,17,5,337,576
668.8,112,4.51,16,8,31.48,691
1904.38,359,4.66,6,9,170.04,622
3270.9,422,7.43,8,5,315.42,164
2506.55,292,9.76,17,2,37.6,509
2320.94,415,7.03,16,2,21.7,881
1393.27,379,3.08,9,2,230.51,554
499.64,156,3.07,6,12,173.02,357
2507.35,275,9.64,10,2,224.77,981
1934.37,362,4.73,15,6,138.72,374
1067.01,267,3.19,8,5,90.71,628
3405.74,474,6.99,7,14,347.68,810
1953.38,290,7.18,8,10,262.14,224
2037.15,308,7.36,13,4,108.08,900
2173.63,425,4.51,11,8,166.6,563
1274.07,311,2.61,12,12,299.99,221
447.09,54,9.74,17,9,45.39,551
1357.15,310,4.38,11,7,82.25,383
355.61,103,7.57,11,13,45.89,333
855.88,96,7.8,17,14,408.04,524
2645.65,264,7.08,8,11,378.68,103
1656.48,226,4.85,17,14,379.12,507
778.3,58,4.53,13,2,361,628
1357.34,148,6.98,17,9,338,469
572.13,69,9,12,11,243.73,663
4375,427,9.6,12,4,324.72,681
674.51,290,3.29,11,9,28.8,752
974.96,110,3.66,10,13,314.52,458
4307.21,428,9.59,15,5,391.16,353
3750.38,468,8.02,13,9,255.18,984
1880.51,227,9.12,10,12,185.18,608
1361.27,387,4.02,14,2,145.94,271
1255.75,111,6.91,14,4,324.97,582
1894.94,194,7.76,6,7,349.47,207
2477.19,265,7.6,11,10,436.77,397
584.03,52,5.56,12,3,177.74,208
686.26,209,2.62,8,12,387.19,938
2337.13,276,6.87,12,2,285.06,933
1851.99,318,4.4,16,11,442.59,971
1531.22,169,5.88,16,4,268.63,284
3739.96,430,9.68,12,5,263.64,711
1235.4,138,5.49,16,12,293.16,454
3671.42,378,8.8,7,6,377.16,306
838.55,117,3.91,12,4,482.7,726
2974.57,447,7.54,6,14,46.05,638
3434.25,406,9.83,10,11,36.18,646
1308.04,147,3.26,14,12,469.4,607
1194.3,316,2.56,12,3,269.64,954
1583.67,154,5.75,12,3,311.3,962
1814.09,489,3.19,16,8,246.39,96
2945.51,372,8.11,17,10,55.89,262
2262.87,172,9.36,7,11,386.36,528
1079.45,78,5.76,13,3,376.14,536
910.51,186,4.44,8,8,162.73,620
1390.93,244,5.76,13,8,160.06,615
3883.61,458,7.93,8,12,420.54,391
863.58,275,2.57,15,8,45.46,573
2882.26,381,6.92,12,4,441.74,753
1733.48,219,7.1,7,13,135.76,552
895.38,58,7.28,9,8,300.56,55
798.33,89,4.32,16,2,468.64,870
1157.6,74,7.86,11,11,342.28,193
1238,310,3.19,16,2,213.07,907
2006.1,444,3.99,14,6,347.87,310
4313.93,492,9.08,10,3,178.55,634
2106.36,275,8.04,14,10,145.86,735
1201.91,173,2.6,10,8,498.37,281
874.63,87,4.36,15,5,377.89,319
1577.4,377,4.11,13,5,325.91,989
1471.63,300,4.53,6,3,184.09,496
1681.31,438,4.36,12,6,34.09,923
766.37,225,2.97,9,5,25.22,271
1341.37,139,5.94,10,13,281.55,101
3720.5,451,8,11,14,383.4,165
797.77,86,7.05,10,2,273.32,587
2777.11,365,7.55,17,13,421.98,614
506.54,225,3.11,6,9,26.38,926
3109.02,333,9.64,17,4,189.71,590
949.82,130,8.79,14,7,126.16,68
1775.19,163,8.54,7,5,229.16,864
815.09,89,8.67,14,10,45.46,441
3684.7,350,9.5,15,8,477.52,840
1792.47,273,6.58,7,10,119.4,678
2075.3,367,4,14,11,461.93,667
3008.62,398,7.13,11,4,218.69,468
2092.3,164,8.07,16,2,492.91,358
2058.75,235,8.03,14,6,281.49,788
2816.85,372,6.41,11,4,466.11,913
337.97,105,3.01,11,7,12.62,235
951.34,89,5.28,16,9,376.64,310
4266.21,403,9.41,7,12,452.49,577
914.24,89,6.88,13,14,78.46,322
